Number of model parameters: 5224768
0.001
Iter 0 training loss = 84.680 , time = 3.57
Iter 182 training loss = 5.392 , time = 2.83
Iter 183 training loss = 2.962 , time = 2.82
Iter 184 training loss = 2.215 , time = 2.82
Iter 185 training loss = 2.820 , time = 2.83
Iter 186 training loss = 7.460 , time = 2.82
Iter 187 training loss = 4.407 , time = 2.84
Iter 188 training loss = 5.351 , time = 2.84
Iter 189 training loss = 3.168 , time = 2.82
Iter 190 training loss = 3.823 , time = 2.84
Iter 191 training loss = 2.024 , time = 2.83
Iter 192 training loss = 6.672 , time = 2.82
Iter 193 training loss = 2.066 , time = 2.83
Iter 194 training loss = 4.242 , time = 2.82
Iter 195 training loss = 5.868 , time = 2.82
Iter 196 training loss = 2.691 , time = 2.83
Iter 197 training loss = 2.666 , time = 2.82
Iter 198 training loss = 9.343 , time = 2.82
Iter 199 training loss = 3.200 , time = 2.83
Iter 200 training loss = 5.083 , time = 2.82
Iter 201 training loss = 3.838 , time = 2.82
Iter 202 training loss = 6.748 , time = 2.82
Iter 203 training loss = 3.408 , time = 2.83
Iter 204 training loss = 7.635 , time = 2.82
Iter 205 training loss = 2.557 , time = 2.83
Iter 206 training loss = 11.422 , time = 2.82
Iter 207 training loss = 5.951 , time = 2.82
Iter 208 training loss = 4.134 , time = 2.83
Iter 209 training loss = 3.492 , time = 2.82
Iter 210 training loss = 2.040 , time = 2.82
Iter 211 training loss = 2.491 , time = 2.83
Iter 212 training loss = 1.751 , time = 2.82
Iter 213 training loss = 2.474 , time = 2.83
Iter 214 training loss = 7.557 , time = 2.82
Iter 215 training loss = 3.531 , time = 2.82
Iter 216 training loss = 2.821 , time = 2.83
Iter 217 training loss = 4.451 , time = 2.82
Iter 218 training loss = 3.024 , time = 2.83
Iter 219 training loss = 4.425 , time = 2.83
Iter 220 training loss = 3.403 , time = 2.83
Iter 221 training loss = 3.096 , time = 2.82
Iter 222 training loss = 6.423 , time = 2.82
Iter 223 training loss = 3.069 , time = 2.83
Iter 224 training loss = 5.305 , time = 2.82
Iter 225 training loss = 6.484 , time = 2.83
Iter 226 training loss = 7.513 , time = 2.82
Iter 227 training loss = 2.675 , time = 2.80
Iter 228 training loss = 3.003 , time = 2.81
Iter 229 training loss = 7.182 , time = 2.80
Iter 230 training loss = 3.272 , time = 2.80
Iter 231 training loss = 2.039 , time = 2.81
Iter 232 training loss = 5.041 , time = 2.80
Iter 233 training loss = 7.918 , time = 2.80
Iter 234 training loss = 4.416 , time = 0.95
235
epoch 28 total training loss = 5.178, epoch time = 18778.67
0.001
Iter 0 training loss = 2.632 , time = 3.03
Iter 1 training loss = 5.253 , time = 2.83
Iter 2 training loss = 4.574 , time = 2.82
Iter 3 training loss = 1.621 , time = 2.82
Iter 4 training loss = 2.790 , time = 2.82
Iter 5 training loss = 2.924 , time = 2.84
Iter 6 training loss = 3.870 , time = 2.83
Iter 7 training loss = 1.903 , time = 2.82
Iter 8 training loss = 1.285 , time = 2.83
Iter 9 training loss = 2.087 , time = 2.84
Iter 10 training loss = 4.745 , time = 2.82
Iter 11 training loss = 5.489 , time = 2.82
Iter 12 training loss = 3.323 , time = 2.82
Iter 13 training loss = 3.012 , time = 2.83
Iter 14 training loss = 4.536 , time = 2.83
Iter 15 training loss = 2.646 , time = 2.82
Iter 16 training loss = 3.468 , time = 2.83
Iter 17 training loss = 4.040 , time = 2.83
Iter 18 training loss = 11.370 , time = 2.82
Iter 19 training loss = 3.464 , time = 2.84
Iter 20 training loss = 6.873 , time = 2.83
Iter 21 training loss = 2.470 , time = 2.85
Iter 22 training loss = 2.932 , time = 2.85
Iter 23 training loss = 3.563 , time = 2.80
Iter 24 training loss = 3.343 , time = 2.83
Iter 25 training loss = 4.131 , time = 2.84
Iter 26 training loss = 8.610 , time = 2.82
Iter 27 training loss = 1.280 , time = 2.82
Iter 28 training loss = 3.010 , time = 2.82
Iter 29 training loss = 2.384 , time = 2.83
Iter 30 training loss = 4.764 , time = 2.83
Iter 31 training loss = 4.519 , time = 2.83
Iter 32 training loss = 3.246 , time = 2.83
Iter 33 training loss = 2.718 , time = 2.84
Iter 34 training loss = 2.467 , time = 2.81
Iter 35 training loss = 8.059 , time = 2.82
Iter 36 training loss = 4.520 , time = 2.85
Iter 37 training loss = 3.223 , time = 2.81
Iter 38 training loss = 2.851 , time = 2.80
Iter 39 training loss = 3.073 , time = 2.83
Iter 40 training loss = 4.699 , time = 2.84
Iter 41 training loss = 4.213 , time = 2.82
Iter 42 training loss = 2.927 , time = 2.83
Iter 43 training loss = 2.921 , time = 2.82
Iter 44 training loss = 5.288 , time = 2.83
Iter 45 training loss = 3.513 , time = 2.82
Iter 46 training loss = 2.436 , time = 2.83
Iter 47 training loss = 5.358 , time = 2.82
Iter 48 training loss = 4.491 , time = 2.82
Iter 49 training loss = 3.332 , time = 2.83
Iter 50 training loss = 2.755 , time = 2.82
Iter 51 training loss = 1.950 , time = 2.82
Iter 52 training loss = 6.583 , time = 2.83
Iter 53 training loss = 3.221 , time = 2.83
Iter 54 training loss = 12.221 , time = 2.82
Iter 55 training loss = 3.617 , time = 2.83
Iter 56 training loss = 2.541 , time = 2.82
Iter 57 training loss = 2.139 , time = 2.82
Iter 58 training loss = 5.285 , time = 2.84
Iter 59 training loss = 2.203 , time = 2.81
Iter 60 training loss = 1.683 , time = 2.83
Iter 61 training loss = 4.345 , time = 2.82
Iter 62 training loss = 1.411 , time = 2.83
Iter 63 training loss = 3.703 , time = 2.82
Iter 64 training loss = 3.427 , time = 2.83
Iter 65 training loss = 3.167 , time = 2.82
Iter 66 training loss = 4.051 , time = 2.82
Iter 67 training loss = 3.420 , time = 2.82
Iter 68 training loss = 2.133 , time = 2.82
Iter 69 training loss = 2.296 , time = 2.82
Iter 70 training loss = 1.381 , time = 2.83
Iter 71 training loss = 2.821 , time = 2.82
Iter 72 training loss = 4.589 , time = 2.82
Iter 73 training loss = 7.663 , time = 2.82
Iter 74 training loss = 6.142 , time = 2.82
Iter 75 training loss = 3.189 , time = 2.82
Iter 76 training loss = 5.420 , time = 2.82
Iter 77 training loss = 8.024 , time = 2.83
Iter 78 training loss = 2.247 , time = 2.82
Iter 79 training loss = 5.916 , time = 2.83
Iter 80 training loss = 3.681 , time = 2.82
Iter 81 training loss = 43.842 , time = 2.83
Iter 82 training loss = 5.017 , time = 2.84
Iter 83 training loss = 10.415 , time = 2.80
Iter 84 training loss = 3.547 , time = 2.80
Iter 85 training loss = 5.032 , time = 2.81
Iter 86 training loss = 7.845 , time = 2.80
Iter 87 training loss = 5.288 , time = 2.85
Iter 88 training loss = 4.037 , time = 2.82
Iter 89 training loss = 5.551 , time = 2.84
Iter 90 training loss = 46.513 , time = 2.84
Iter 91 training loss = 5.529 , time = 2.84
Iter 92 training loss = 5.127 , time = 2.83
Iter 93 training loss = 1.352 , time = 2.83
Iter 94 training loss = 7.687 , time = 2.82
Iter 95 training loss = 6.147 , time = 2.83
Iter 96 training loss = 2.233 , time = 2.82
Iter 97 training loss = 5.166 , time = 2.84
Iter 98 training loss = 3.489 , time = 2.84
Iter 99 training loss = 2.522 , time = 2.84
Iter 100 training loss = 9.051 , time = 2.82
Iter 101 training loss = 4.538 , time = 2.82
Iter 102 training loss = 2.999 , time = 2.83
Iter 103 training loss = 6.221 , time = 2.83
Iter 104 training loss = 2.924 , time = 2.82
Iter 105 training loss = 7.730 , time = 2.83
Iter 106 training loss = 3.968 , time = 2.83
Iter 107 training loss = 1.886 , time = 2.82
Iter 108 training loss = 4.478 , time = 2.83
Iter 109 training loss = 3.662 , time = 2.83
Iter 110 training loss = 2.036 , time = 2.84
Iter 111 training loss = 4.921 , time = 2.84
Iter 112 training loss = 5.004 , time = 2.84
Iter 113 training loss = 7.832 , time = 2.84
Iter 114 training loss = 6.039 , time = 2.83
Iter 115 training loss = 7.623 , time = 2.82
Iter 116 training loss = 4.657 , time = 2.80
Iter 117 training loss = 3.057 , time = 2.82
Iter 118 training loss = 5.352 , time = 2.84
Iter 119 training loss = 1.961 , time = 2.81
Iter 120 training loss = 5.285 , time = 2.81
Iter 121 training loss = 4.870 , time = 2.81
Iter 122 training loss = 4.054 , time = 2.81
Iter 123 training loss = 3.406 , time = 2.82
Iter 124 training loss = 3.264 , time = 2.82
Iter 125 training loss = 4.010 , time = 2.80
Iter 126 training loss = 2.912 , time = 2.80
Iter 127 training loss = 1.821 , time = 2.81
Iter 128 training loss = 8.229 , time = 2.80
Iter 129 training loss = 6.030 , time = 2.81
Iter 130 training loss = 7.027 , time = 2.80
Iter 131 training loss = 2.436 , time = 2.80
Iter 132 training loss = 1.996 , time = 2.81
Iter 133 training loss = 2.896 , time = 2.80
Iter 134 training loss = 3.840 , time = 2.80
Iter 135 training loss = 4.124 , time = 2.80
Iter 136 training loss = 5.034 , time = 2.80
Iter 137 training loss = 5.924 , time = 2.80
Iter 138 training loss = 2.095 , time = 2.80
Iter 139 training loss = 3.516 , time = 2.80
Iter 140 training loss = 3.102 , time = 2.80
Iter 141 training loss = 1.442 , time = 2.80
Iter 142 training loss = 5.667 , time = 2.81
Iter 143 training loss = 2.458 , time = 2.80
Iter 144 training loss = 6.247 , time = 2.80
Iter 145 training loss = 3.536 , time = 2.80
Iter 146 training loss = 5.604 , time = 2.81
Iter 147 training loss = 4.408 , time = 2.80
Iter 148 training loss = 3.122 , time = 2.80
Iter 149 training loss = 4.742 , time = 2.81
Iter 150 training loss = 3.725 , time = 2.80
Iter 151 training loss = 6.877 , time = 2.81
Iter 152 training loss = 8.929 , time = 2.80
Iter 153 training loss = 4.482 , time = 2.81
Iter 154 training loss = 2.790 , time = 2.80
Iter 155 training loss = 4.685 , time = 2.80
Iter 156 training loss = 3.869 , time = 2.80
Iter 157 training loss = 2.044 , time = 2.80
Iter 158 training loss = 3.968 , time = 2.81
Iter 159 training loss = 5.771 , time = 2.79
Iter 160 training loss = 3.731 , time = 2.80
Iter 161 training loss = 1.809 , time = 2.80
Iter 162 training loss = 4.311 , time = 2.80
Iter 163 training loss = 2.969 , time = 2.81
Iter 164 training loss = 4.367 , time = 2.80
Iter 165 training loss = 5.527 , time = 2.80
Iter 166 training loss = 6.057 , time = 2.80
Iter 167 training loss = 2.318 , time = 2.81
Iter 168 training loss = 2.330 , time = 2.80
Iter 169 training loss = 3.198 , time = 2.80
Iter 170 training loss = 2.201 , time = 2.80
Iter 171 training loss = 3.104 , time = 2.80
Iter 172 training loss = 3.149 , time = 2.80
Iter 173 training loss = 2.950 , time = 2.80
Iter 174 training loss = 2.316 , time = 2.80
Iter 175 training loss = 3.158 , time = 2.80
Iter 176 training loss = 2.588 , time = 2.79
Iter 177 training loss = 3.248 , time = 2.80
Iter 178 training loss = 8.046 , time = 2.80
Iter 179 training loss = 7.353 , time = 2.81
Iter 180 training loss = 3.164 , time = 2.79
Iter 181 training loss = 2.982 , time = 2.80
Iter 182 training loss = 4.620 , time = 2.80
Iter 183 training loss = 1.835 , time = 2.80
Iter 184 training loss = 2.600 , time = 2.80
Iter 185 training loss = 1.726 , time = 2.80
Iter 186 training loss = 1.598 , time = 2.81
Iter 187 training loss = 3.221 , time = 2.80
Iter 188 training loss = 2.682 , time = 2.80
Iter 189 training loss = 6.820 , time = 2.80
Iter 190 training loss = 5.469 , time = 2.80
Iter 191 training loss = 3.415 , time = 2.80
Iter 192 training loss = 2.309 , time = 2.81
Iter 193 training loss = 4.729 , time = 2.80
Iter 194 training loss = 2.674 , time = 2.81
Iter 195 training loss = 3.819 , time = 2.80
Iter 196 training loss = 2.639 , time = 2.81
Iter 197 training loss = 9.444 , time = 2.80
Iter 198 training loss = 3.454 , time = 2.80
Iter 199 training loss = 5.479 , time = 2.80
Iter 200 training loss = 3.861 , time = 2.81
Iter 201 training loss = 4.732 , time = 2.80
Iter 202 training loss = 5.638 , time = 2.80
Iter 203 training loss = 2.009 , time = 2.80
Iter 204 training loss = 7.239 , time = 2.80
Iter 205 training loss = 5.907 , time = 2.80
Iter 206 training loss = 5.128 , time = 2.80
Iter 207 training loss = 4.600 , time = 2.80
Iter 208 training loss = 7.553 , time = 2.81
Iter 209 training loss = 2.614 , time = 2.81
Iter 210 training loss = 4.802 , time = 2.80
Iter 211 training loss = 2.494 , time = 2.81
Iter 212 training loss = 4.991 , time = 2.80
Iter 213 training loss = 1.457 , time = 2.81
Iter 214 training loss = 4.034 , time = 2.80
Iter 215 training loss = 2.566 , time = 2.80
Iter 216 training loss = nan , time = 2.61
Iter 217 training loss = 8.534 , time = 2.81
Iter 218 training loss = 2.514 , time = 2.80
Iter 219 training loss = 6.488 , time = 2.79
Iter 220 training loss = 7.471 , time = 2.80
Iter 221 training loss = 4.433 , time = 2.79
Iter 222 training loss = 2.412 , time = 2.84
Iter 223 training loss = 10.374 , time = 2.82
Iter 224 training loss = 4.939 , time = 2.83
Iter 225 training loss = 66.711 , time = 2.82
Iter 226 training loss = 2.614 , time = 2.83
Iter 227 training loss = 2.323 , time = 2.80
Iter 228 training loss = 2.759 , time = 2.81
Iter 229 training loss = 8.957 , time = 2.80
Iter 230 training loss = 4.354 , time = 2.81
Iter 231 training loss = 3.363 , time = 2.80
Iter 232 training loss = 23.804 , time = 2.81
Iter 233 training loss = 3.394 , time = 2.80
Iter 234 training loss = 3.322 , time = 0.95
235
epoch 29 total training loss = 5.301, epoch time = 19440.51
0.001
Iter 0 training loss = 5.109 , time = 3.04
Iter 1 training loss = 2.076 , time = 2.84
Iter 2 training loss = 95.904 , time = 2.82
Iter 3 training loss = 4.934 , time = 2.83
Iter 4 training loss = 6.897 , time = 2.83
Iter 5 training loss = 2.533 , time = 2.83
Iter 6 training loss = 1.367 , time = 2.82
Iter 7 training loss = 1.896 , time = 2.82
Iter 8 training loss = 2.468 , time = 2.82
Iter 9 training loss = 7.813 , time = 2.82
Iter 10 training loss = 10.156 , time = 2.83
Iter 11 training loss = 2.179 , time = 2.82
Iter 12 training loss = 4.480 , time = 2.83
Iter 13 training loss = 2.999 , time = 2.82
Iter 14 training loss = 2.455 , time = 2.82
Iter 15 training loss = 5.700 , time = 2.81
Iter 16 training loss = 4.117 , time = 2.82
Iter 17 training loss = 4.623 , time = 2.83
Iter 18 training loss = 5.222 , time = 2.83
Iter 19 training loss = 3.751 , time = 2.83
Iter 20 training loss = 4.661 , time = 2.82
Iter 21 training loss = 5.185 , time = 2.83
Iter 22 training loss = 14.749 , time = 2.82
Iter 23 training loss = 1.956 , time = 2.83
Iter 24 training loss = 3.708 , time = 2.82
Iter 25 training loss = 2.412 , time = 2.83
Iter 26 training loss = 3.900 , time = 2.82
Iter 27 training loss = 1.897 , time = 2.83
Iter 28 training loss = 3.245 , time = 2.83
Iter 29 training loss = 3.864 , time = 2.82
Iter 30 training loss = 2.047 , time = 2.83
Iter 31 training loss = 3.602 , time = 2.84
Iter 32 training loss = 2.918 , time = 2.83
Iter 33 training loss = 1.892 , time = 2.82
Iter 34 training loss = 2.152 , time = 2.83
Iter 35 training loss = 5.584 , time = 2.83
Iter 36 training loss = 17.753 , time = 2.83
Iter 37 training loss = 5.216 , time = 2.83
Iter 38 training loss = nan , time = 2.64
Iter 39 training loss = 10.358 , time = 2.83
Iter 40 training loss = 4.838 , time = 2.83
Iter 41 training loss = 3.372 , time = 2.83
Iter 42 training loss = 1.795 , time = 2.82
Iter 43 training loss = 0.966 , time = 2.82
Iter 44 training loss = 6.373 , time = 2.82
Iter 45 training loss = 9.193 , time = 2.83
Iter 46 training loss = 5.274 , time = 2.82
Iter 47 training loss = 3.663 , time = 2.84
Iter 48 training loss = 5.735 , time = 2.83
Iter 49 training loss = 5.253 , time = 2.82
Iter 50 training loss = 4.025 , time = 2.83
Iter 51 training loss = 2.177 , time = 2.83
Iter 52 training loss = 3.614 , time = 2.82
Iter 53 training loss = 2.742 , time = 2.83
Iter 54 training loss = 13.484 , time = 2.81
Iter 55 training loss = 1.504 , time = 2.83
Iter 56 training loss = 4.822 , time = 2.82
Iter 57 training loss = 3.014 , time = 2.82
Iter 58 training loss = 8.519 , time = 2.82
Iter 59 training loss = 4.344 , time = 2.83
Iter 60 training loss = 3.513 , time = 2.83
Iter 61 training loss = 5.107 , time = 2.82
Iter 62 training loss = 9.228 , time = 2.82
Iter 63 training loss = 6.486 , time = 2.83
Iter 64 training loss = 11.438 , time = 2.83
Iter 65 training loss = 5.922 , time = 2.82
Iter 66 training loss = 3.544 , time = 2.82
Iter 67 training loss = 2.330 , time = 2.84
Iter 68 training loss = 3.542 , time = 2.82
Iter 69 training loss = 2.506 , time = 2.83
Iter 70 training loss = 2.476 , time = 2.82
Iter 71 training loss = 4.632 , time = 2.84
Iter 72 training loss = 3.663 , time = 2.83
Iter 73 training loss = 3.544 , time = 2.82
Iter 74 training loss = 7.291 , time = 2.83
Iter 75 training loss = 2.894 , time = 2.83
Iter 76 training loss = 6.088 , time = 2.82
Iter 77 training loss = 4.945 , time = 2.83
Iter 78 training loss = 10.759 , time = 2.82
Iter 79 training loss = 4.009 , time = 2.83
Iter 80 training loss = 2.606 , time = 2.82
Iter 81 training loss = 3.382 , time = 2.83
Iter 82 training loss = 6.031 , time = 2.83
Iter 83 training loss = 7.154 , time = 2.82
Iter 84 training loss = 5.222 , time = 2.84
Iter 85 training loss = 3.537 , time = 2.84
Iter 86 training loss = 5.842 , time = 2.83
Iter 87 training loss = 2.302 , time = 2.83
Iter 88 training loss = 6.509 , time = 2.83
Iter 89 training loss = 4.795 , time = 2.82
Iter 90 training loss = 5.258 , time = 2.82
Iter 91 training loss = 4.211 , time = 2.82
Iter 92 training loss = 3.090 , time = 2.83
Iter 93 training loss = 4.144 , time = 2.82
Iter 94 training loss = 6.589 , time = 2.83
Iter 95 training loss = 2.590 , time = 2.82
Iter 96 training loss = 4.647 , time = 2.84
Iter 97 training loss = 5.118 , time = 2.83
Iter 98 training loss = 4.779 , time = 2.82
Iter 99 training loss = 6.128 , time = 2.82
Iter 100 training loss = nan , time = 2.65
Iter 101 training loss = 3.700 , time = 2.82
Iter 102 training loss = 3.817 , time = 2.82
Iter 103 training loss = 3.180 , time = 2.82
Iter 104 training loss = 6.201 , time = 2.82
Iter 105 training loss = 3.227 , time = 2.83
Iter 106 training loss = 10.562 , time = 2.82
Iter 107 training loss = 5.563 , time = 2.83
Iter 108 training loss = 3.544 , time = 2.84
Iter 109 training loss = 4.524 , time = 2.82
Iter 110 training loss = 11.128 , time = 2.82
Iter 111 training loss = 4.060 , time = 2.82
